uleft0,uright0,bleft0,bright0,uleft1,uright1,bleft1,bright1,uleft2,uright2,bleft2,bright2
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-24.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-25.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-26.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-27.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-28.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-29.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-21-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-21-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-21-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-32.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-14.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-15.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-16.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-17.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-18.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-22.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-23.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-23.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-24.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-24.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-25.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-25.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-26.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-26.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-27.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-27.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-28.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-29.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-28.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-29.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-22-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-22-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-22-32.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-31.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-32.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-11.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-12.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-12.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-13.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-13.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-14.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-14.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-15.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-15.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-16.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-16.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-17.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-17.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-18.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-18.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-19.tiff
LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-23-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-0-0-24-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-23-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-1-0-24-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-23-20.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-19.tiff,LATVIA_LITHUANIA_2019-05-29_2019-06-10-2-0-24-20.tiff
